name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Boulder_score,Boulder_rank,Lead_score,Lead_rank,source_file
Maikotov Azat,KAZ,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,117,0,119,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Markov Matej,MKD,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,123,0,125,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Marne Hritik,IND,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,129,0,117,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Obregon Tulio,ECU,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,104,0,123,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Panfilov Alexey,KAZ,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,85,0,99,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Pino León,CHI,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,96,0,113,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
PUERTA WONG KENU,PER,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,121,0,121,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
RIZKY SYAHRAFLI SIMATUPANG MUHAMMAD,INA,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,111,0,93,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Rodrigues Bellotto Mateus,BRA,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,123,0,85,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Snorrason Birgir Óli,ISL,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,127,0,117,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
SORIA SANCHEZ Lautaro Nicolás,ARG,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,91,0,95,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Suter Alejo,ARG,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,91,0,107,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
TORRIJO EMILIANO,CHI,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,123,0,111,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Trpovski Viktor,MKD,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,107,0,116,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Vargas Benjamin,CHI,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,88,0,102,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Vasko Roman,UKR,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0.0,81,0,109,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Villegas García Thor,MEX,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,93,0,103,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Vázquez Diego Ernesto,MEX,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,107,0,113,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
Čulić Lovre,CRO,85,0.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Men,Qualification,2023-08-01,/api/v1/category_rounds/8348/results,/api/v1/events/1301/result/617,0,115,0,97,2023-08-01_Bern_Boulder&lead_Men_Qualification.csv
