event_name,event_id,year,location,discipline,gender,start_date,event_results
UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,439,2006,Shanghai,Lead,Women,2006-10-02,/api/v1/events/439/result/5
UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,439,2006,Shanghai,Speed,Men,2006-10-02,/api/v1/events/439/result/2
UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,439,2006,Shanghai,Speed,Women,2006-10-02,/api/v1/events/439/result/6
UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,440,2006,Moscow,Boulder,Men,2006-11-02,/api/v1/events/440/result/3
UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,440,2006,Moscow,Boulder,Women,2006-11-02,/api/v1/events/440/result/7
UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,440,2006,Moscow,Speed,Men,2006-11-02,/api/v1/events/440/result/2
UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,440,2006,Moscow,Speed,Women,2006-11-02,/api/v1/events/440/result/6
UIAA Climbing Worldcup (L) - Penne (ITA) 2006,441,2006,Penne,Lead,Men,2006-11-11,/api/v1/events/441/result/1
UIAA Climbing Worldcup (L) - Penne (ITA) 2006,441,2006,Penne,Lead,Women,2006-11-11,/api/v1/events/441/result/5
UIAA Worldcup (L) - Kranj (SLO) 2006,442,2006,Kranj,Lead,Men,2006-11-18,/api/v1/events/442/result/1
UIAA Worldcup (L) - Kranj (SLO) 2006,442,2006,Kranj,Lead,Women,2006-11-18,/api/v1/events/442/result/5
